id,termKo,termEn,def,collection,category,difficulty,vibeCore,slug,source,quizEnabled,reviewStatus
base-0224,모서리 둥글기,Border Radius,네모 모서리를 둥글게,app,디자인·스타일,2,False,border-radius,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0225,목업,Mockup,실제처럼 꾸민 디자인 시안,app,디자인·스타일,2,False,mockup,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0226,색상 팔레트,Color Palette,앱에서 쓰는 색 모음,app,디자인·스타일,2,False,color-palette,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0227,아이콘셋,Icon Set,아이콘 묶음,app,디자인·스타일,2,False,icon-set,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0228,에셋,Asset,앱에 넣는 이미지·폰트·파일 자원,app,디자인·스타일,2,False,asset,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0229,와이어프레임,Wireframe,색 없이 배치만 그린 초안 스케치,app,디자인·스타일,2,False,wireframe,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0230,정렬,Alignment,왼쪽/가운데/오른쪽 맞춤,app,디자인·스타일,2,False,alignment,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0231,타이포그래피,Typography,글꼴·글자 크기 규칙,app,디자인·스타일,2,False,typography,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0232,테마,Theme,앱 전체의 색·글꼴 통일 규칙,app,디자인·스타일,2,False,theme,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0233,패딩,Padding,"요소 ""안쪽"" 여백",app,디자인·스타일,2,False,padding,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0234,폰트,Font,글꼴,app,디자인·스타일,2,False,font,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0235,프로토타입,Prototype,눌러볼 수 있게 만든 시제품 화면,app,디자인·스타일,2,False,prototype,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0236,Android App Bundle,AAB,Google Play가 기기별 최적 APK를 생성하도록 제출하는 안드로이드 배포 형식.,app,배포·스토어,2,False,apk-aab,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0237,CI/CD,CI/CD,코드 올리면 자동으로 빌드·테스트·배포하는 자동화,app,배포·스토어,2,False,ci-cd,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0238,IPA,IPA,iOS 앱 파일 형식,app,배포·스토어,2,False,ipa,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0239,베타,Beta,정식 전 시험판,app,배포·스토어,2,False,beta,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0240,빌드 번호,build number,스토어가 각 배포본을 구분할 때 사용하는 증가형 내부 버전 값.,app,배포·스토어,2,False,build-number-version,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0241,심사,Review,스토어가 앱을 검토하는 과정,app,배포·스토어,2,False,review,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0242,Apple App Store,App Store,애플 기기용 앱을 심사·배포·판매하는 공식 앱 마켓.,app,배포·스토어,2,False,앱스토어-플레이스토어,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0243,키스토어,keystore,앱 서명에 사용하는 개인 키와 인증서를 안전하게 보관하는 파일 또는 저장소.,app,배포·스토어,2,False,signing,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0244,테스트 트랙,Test Track,정식 출시 전 일부에게 배포 (내부/비공개/공개 테스트),app,배포·스토어,2,False,test-track,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0245,푸시 알림,Push Notification,앱이 꺼져 있어도 오는 알림,app,배포·스토어,2,False,push-notification,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0246,핫픽스,Hotfix,급한 버그를 빠르게 고쳐 배포,app,배포·스토어,2,False,hotfix,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0247,리빌드,Rebuild,상태가 바뀌어 화면을 다시 그리는 것,app,상태·생명주기,2,False,rebuild,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0248,백그라운드,Background,앱이 뒤에서 돌아가는 상태,app,상태·생명주기,2,False,background,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0249,상태 관리,State Management,상태를 체계적으로 다루는 방법 (Flutter의 Provider/Riverpod/Bloc 등),app,상태·생명주기,2,False,state-management,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0250,생명주기,Lifecycle,화면이 생성→보임→사라짐 하는 단계들,app,상태·생명주기,2,False,lifecycle,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0251,포그라운드,Foreground,앱이 화면에 떠 있는 상태,app,상태·생명주기,2,False,foreground,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0252,드래그 앤 드롭,Drag & Drop,끌어다 놓기,app,애니메이션·인터랙션,2,False,drag-drop,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0253,로티,Lottie,JSON 파일로 넣는 가벼운 벡터 애니메이션,app,애니메이션·인터랙션,2,False,lottie,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0254,롱프레스,Long Press,길게 누르기,app,애니메이션·인터랙션,2,False,long-press,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0255,스와이프,Swipe,밀기,app,애니메이션·인터랙션,2,False,swipe,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0256,애니메이션,Animation,움직이는 효과,app,애니메이션·인터랙션,2,False,animation,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0257,제스처,Gesture,탭·스와이프·핀치 같은 손동작,app,애니메이션·인터랙션,2,False,gesture,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0258,탭,Tap,한 번 누르기,app,애니메이션·인터랙션,2,False,tap,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0259,트랜지션,Transition,화면·상태가 바뀔 때의 전환 효과,app,애니메이션·인터랙션,2,False,transition,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0260,핀치 줌,Pinch Zoom,두 손가락으로 확대/축소,app,애니메이션·인터랙션,2,False,pinch-zoom,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0261,햅틱,Haptic,누를 때 진동 피드백,app,애니메이션·인터랙션,2,False,haptic,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0262,PR,Pull Request,내 코드를 합쳐달라고 요청 + 리뷰,app,코드·협업,2,False,pull-request,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0263,런타임,Runtime,앱이 실제로 실행되는 동안,app,코드·협업,2,False,runtime,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0264,리포지토리,Repository / Repo,코드를 저장·관리하는 저장소,app,코드·협업,2,False,repository-repo-2,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0265,린트,Lint,코드 스타일·실수를 자동 점검,app,코드·협업,2,False,lint,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0266,빌드,Build,앱을 실행/설치 가능한 파일로 만드는 과정,app,코드·협업,2,False,build-2,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0267,이슈,Issue,할 일·버그를 적어 관리하는 항목,app,코드·협업,2,False,issue,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0268,컴파일,Compile,사람이 쓴 코드를 기계가 실행할 형태로 변환,app,코드·협업,2,False,compile,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0269,QA,Quality Assurance,출시 전 품질 점검,app,테스트·품질,2,False,quality-assurance,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0270,로그,Log,앱이 남기는 실행 기록,app,테스트·품질,2,False,log,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0271,예외,exception,프로그램 실행 중 예상 가능한 비정상 상황을 코드로 전달하는 객체나 신호.,app,테스트·품질,2,False,error-exception,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0272,유닛 테스트,Unit Test,작은 기능 하나를 따로 검사,app,테스트·품질,2,False,unit-test,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0273,콘솔,Console,로그·메시지를 보는 창,app,테스트·품질,2,False,console,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0274,크래시,Crash,앱이 갑자기 꺼지는 것,app,테스트·품질,2,False,crash,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0275,테스트,Test,코드가 잘 동작하는지 확인,app,테스트·품질,2,False,test,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0276,통합 테스트,Integration Test,여러 기능이 함께 잘 도는지 검사,app,테스트·품질,2,False,integration-test,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0277,모달 vs 다이얼로그,모달 vs 다이얼로그,모달=덮는 창 전반 / 다이얼로그=확인용 작은 팝업,app,헷갈리는 짝 개념,2,False,모달-vs-다이얼로그,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0278,반응형 vs 적응형,반응형 vs 적응형,반응형=크기 따라 / 적응형=플랫폼 따라,app,헷갈리는 짝 개념,2,False,반응형-vs-적응형,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0279,인증 vs 인가,인증 vs 인가,인증=누구인지 확인 / 인가=권한이 있는지 확인,app,헷갈리는 짝 개념,2,False,인증-vs-인가,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0280,컴파일 vs 빌드,컴파일 vs 빌드,컴파일=코드 변환 / 빌드=실행 파일 완성(컴파일 포함),app,헷갈리는 짝 개념,2,False,컴파일-vs-빌드,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0281,패딩 vs 마진,패딩 vs 마진,패딩=안쪽 여백 / 마진=바깥쪽 여백,app,헷갈리는 짝 개념,2,False,패딩-vs-마진,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0282,프론트 vs 백엔드,프론트 vs 백엔드,프론트=보이는 화면 / 백엔드=안 보이는 서버,app,헷갈리는 짝 개념,2,False,프론트-vs-백엔드,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0283,레이아웃,Layout,화면 안에서 요소들을 어떻게 배치할지 정한 구조(가로/세로/격자 등),app,화면 기본,2,False,layout,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0284,뷰,View,"화면에 그려지는 요소 하나하나(버튼, 글자, 이미지 등)의 통칭",app,화면 기본,2,False,view,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0285,위젯,Widget,Flutter/안드로이드에서 화면 구성 요소를 부르는 이름. 버튼·텍스트·이미지 모두 위젯,app,화면 기본,2,False,widget,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0286,적응형,Adaptive,플랫폼(iOS/안드로이드)에 맞게 디자인을 다르게 보여주는 것,app,화면 기본,2,False,adaptive,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0287,화면,Screen,"앱에서 사용자가 보는 한 페이지. ""로그인 화면"", ""홈 화면""처럼 씀",app,화면 기본,2,False,screen,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0288,다이얼로그,Dialog,"""삭제할까요?"" 같은 확인용 작은 팝업 창",app,화면 종류,2,False,dialog,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0289,회원가입,sign up,새 사용자 계정과 필요한 기본 정보를 생성하는 절차.,app,화면 종류,2,False,sign-in-sign-up,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0290,모달,Modal,기존 화면 위에 덮여서 뜨는 작은 창,app,화면 종류,2,False,modal,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0291,목록 화면,List,항목들이 나열된 화면,app,화면 종류,2,False,list,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0292,바텀시트,Bottom Sheet,화면 아래에서 위로 올라오는 시트 형태 창,app,화면 종류,2,False,bottom-sheet,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0293,상세 화면,Detail,목록에서 항목 하나를 눌렀을 때 나오는 자세한 화면,app,화면 종류,2,False,detail,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0294,설정,Settings,앱 옵션을 바꾸는 화면,app,화면 종류,2,False,settings,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0295,스낵바,Snackbar,화면 하단에 잠깐 뜨는 알림(취소 버튼 등 포함 가능),app,화면 종류,2,False,snackbar,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0296,스플래시,Splash Screen,앱 켤 때 잠깐 뜨는 로고 화면,app,화면 종류,2,False,splash-screen,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0297,에러 화면,Error / Empty State,데이터가 없거나 오류일 때 보여주는 화면,app,화면 종류,2,False,error-empty-state,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0298,온보딩,Onboarding,처음 쓰는 사용자에게 사용법을 안내하는 초기 화면들,app,화면 종류,2,False,onboarding,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0299,토스트,Toast,잠깐 떴다 사라지는 짧은 알림 메시지,app,화면 종류,2,False,toast,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0300,프로필,Profile,사용자 정보 화면,app,화면 종류,2,False,profile,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0301,피드,Feed,게시물이 세로로 쭉 나열되는 화면 (SNS 스타일),app,화면 종류,2,False,feed,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0302,홈,Home,앱의 메인 화면,app,화면 종류,2,False,home,exansys 홈페이지 · 앱 개발 용어집(초보자용),True,reviewed-2026-07
base-0303,AX(에이전트 경험),AX,환경이 에이전트가 잘 일하도록 갖춰진 정도 — 점검·아키텍처·여유 컨텍스트.,vibe,개발/에이전트 경험,3,False,ax,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0304,DX(개발자 경험),DX,코드베이스와 도구가 사람이 잘 일하게 해주는 정도 — 문서·피드백 속도·오류 메시지.,vibe,개발/에이전트 경험,2,False,dx,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0305,권한 모드,Permission mode,에이전트 모드 중 권한 부분 — 어떤 도구 호출이 승인 요청을 띄우고 어떤 건 자동 실행되는지.,vibe,권한·안전,2,False,permission-mode,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0306,권한 요청,Permission request,사전 승인되지 않은 도구 호출 전에 하네스가 사용자에게 보이는 확인. 사람을 개입시키는 장치.,vibe,권한·안전,2,False,permission-request,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0307,샌드박스,Sandbox,에이전트가 갇혀 도는 격리 환경(컨테이너·VM·제한 셸). 행동의 피해 범위를 제한한다.,vibe,권한·안전,2,True,sandbox,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0308,에이전트 모드,Agent mode,권한 모드와 시스템 프롬프트에 넣는 행동 지침을 묶은 프리셋. 세션 중 전환할 수 있다.,vibe,권한·안전,2,True,agent-mode,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0309,입력 토큰,Input tokens,매 요청에서 하네스가 보내는 토큰. 출력 토큰보다 싸게 과금된다.,vibe,비용·토큰경제,2,True,input-tokens,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0310,추론량(노력),Effort,답하기 전 모델이 얼마나 생각할지 조절하는 다이얼. 더 쓰면 출력 토큰을 더 써서 어려운 문제에 유리.,vibe,비용·토큰경제,2,True,effort,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0311,출력 토큰,Output tokens,모델이 생성해 돌려주는 토큰. 연산이 더 들어 입력보다 비싸게 과금된다.,vibe,비용·토큰경제,2,True,output-tokens,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0312,캐시 토큰,Cache tokens,이전 요청에서 제공자가 캐시해둔 입력 토큰. 훨씬 낮은 요율로 과금된다.,vibe,비용·토큰경제,3,False,cache-tokens,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0313,프리픽스 캐시,Prefix cache,공유하는 앞부분을 다시 처리하지 않게 해주는 제공자 측 저장소. 그 토큰을 싸게 과금한다.,vibe,비용·토큰경제,3,False,prefix-cache,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0314,무상태,Stateless,"정보를 이어가지 않음. 모델은 요청 간 무상태, 에이전트는 기본적으로 세션 간 무상태.",vibe,세션·핸드오프,2,False,stateless,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0315,상태 유지,Stateful,정보를 앞으로 이어감. 세션은 턴 사이에 상태를 유지한다.,vibe,세션·핸드오프,2,False,stateful,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0316,세션,Session,에이전트와의 한 번의 작업 구간. 비어서 시작해 쌓이다가 초기화·종료·압축으로 끝난다.,vibe,세션·핸드오프,1,True,session,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0317,스펙,Spec,여러 세션짜리 작업을 설명한 핸드오프 문서. '무엇을' 만드는지를 담고 티켓들로 구성된다.,vibe,세션·핸드오프,3,False,spec,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0318,턴,Turn,사용자 메시지 하나와 그에 대한 에이전트 응답 전부. 안에 여러 번의 요청이 있을 수 있다.,vibe,세션·핸드오프,2,False,turn,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0319,티켓,Ticket,한 세션 분량의 작업을 정한 핸드오프 문서. 스펙에 붙거나 홀로 서며 서로 막을 수 있다.,vibe,세션·핸드오프,3,False,ticket,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0320,핸드오프,Handoff,한 세션의 컨텍스트를 다른 세션으로 넘기는 것. 돌아올 길은 없다.,vibe,세션·핸드오프,3,False,handoff,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0321,핸드오프 문서,Handoff artifact,"한 세션이 써서 다른 세션이 읽게 하는, 인수인계용 문서.",vibe,세션·핸드오프,3,False,handoff-artifact,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0322,AFK(자리 비움),AFK,세션을 시작해두고 자리를 떠 에이전트를 무인으로 돌리는 방식. 여러 개를 병렬로 돌리는 처리량의 비결.,vibe,작업 방식,2,True,afk,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0323,그릴링(캐묻기),Grilling,디자인 컨셉을 잡는 기법. 에이전트가 한 번에 하나씩 소크라테스식으로 사용자를 인터뷰한다.,vibe,작업 방식,3,False,grilling,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0324,디자인 컨셉,Design concept,"무엇을 만들지에 대한, 사용자와 에이전트가 공유하는 이해. 산출물과는 별개다.",vibe,작업 방식,3,False,design-concept,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0325,바이브코딩,Vibe coding,에이전트의 코드를 사람 검토 없이 받아들이는 방식. diff를 불투명하게 취급한다.,vibe,작업 방식,1,True,vibe-coding,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0326,사람 개입(HITL),Human-in-the-loop,세션 중 사람이 실시간으로 검토·수정·협업하며 에이전트와 짝을 이루는 방식.,vibe,작업 방식,2,False,human-in-the-loop,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0327,사람 검토,Human review,"에이전트가 만든 코드를 사람이 직접 읽고 판단하는 것. diff를 읽어야 인정, 요약만 읽으면 아니다.",vibe,작업 방식,2,True,human-review,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0328,자동 리뷰,Automated review,다른 모델·프롬프트의 에이전트가 에이전트 결과를 검토하는 것. 판단이 들어가 비결정적이다.,vibe,작업 방식,3,False,automated-review,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0329,자동 점검,Automated check,환경에서 돌아가는 결정론적 검증 — 테스트·타입체크·린트·빌드. 합불만 있고 판단은 없다.,vibe,작업 방식,2,False,automated-check,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0330,프로토타이핑,Prototyping,"말로는 부족할 때 에이전트에게 거칠고 빠른 버전을 만들게 해, 이야기할 실물을 얻는 것.",vibe,작업 방식,2,False,prototyping,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0331,1차 자료,Primary source,코드·원본 데이터 그 자체. 완전하고 권위 있지만 컨텍스트에 넣기엔 비싸다.,vibe,컨텍스트·메모리,3,False,primary-source,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0332,2차 자료,Secondary source,1차 자료를 요약·설명한 것. 싸게 넣지만 구조상 손실이 있다.,vibe,컨텍스트·메모리,3,False,secondary-source,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0333,맥락 지식,Contextual knowledge,지금 컨텍스트에서 바로 읽을 수 있는 사실. 파라미터 지식의 반대편.,vibe,컨텍스트·메모리,3,False,contextual-knowledge,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0334,메모리 시스템,Memory system,세션이 끝나도 정보를 환경에 저장·재로딩해 에이전트를 이어지게 하려는 장치.,vibe,컨텍스트·메모리,3,False,memory-system,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0335,컨텍스트 포화,context saturation,대화와 자료가 지나치게 누적되어 중요한 지시를 놓치거나 응답 품질이 흔들리는 상태.,vibe,컨텍스트·메모리,3,False,smart-zone,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0336,자동 컴팩션,Autocompact,컨텍스트가 거의 찼을 때 하네스가 자동으로 실행하는 압축.,vibe,컨텍스트·메모리,3,False,autocompact,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0337,점진적 공개,Progressive disclosure,"지금 필요한 컨텍스트만 넣고 나머지는 포인터로 남겨, 필요할 때 불러오는 방식.",vibe,컨텍스트·메모리,4,False,progressive-disclosure,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0338,주의 관계,Attention relationship,두 토큰 사이의 짝. 관련 있는 짝이 서로 더 강하게 영향을 준다. N개 토큰이면 약 N²개.,vibe,컨텍스트·메모리,4,False,attention-relationship,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0339,주의력 예산,Attention budget,토큰 하나가 나머지에 미칠 수 있는 영향력의 총량. 토큰당 정해져 있어 컨텍스트가 커져도 늘지 않는다.,vibe,컨텍스트·메모리,3,False,attention-budget,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0340,주의력 저하,Attention degradation,세션이 길어질수록 각 토큰의 주의력이 더 많은 경쟁자에 분산돼 의미 있는 연결의 신호가 약해진다.,vibe,컨텍스트·메모리,3,False,attention-degradation,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0341,지식 컷오프,Knowledge cutoff,그 이후의 지식은 모델이 학습하지 못한 기준 날짜. 이후의 라이브러리·API는 지어낼 위험이 있다.,vibe,컨텍스트·메모리,2,False,knowledge-cutoff,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0342,컨텍스트 윈도우,Context window,"모델이 한 요청에서 보는 전부. 유한하고 모델마다 다르며, 모델이 세상을 인식하는 유일한 창.",vibe,컨텍스트·메모리,2,True,context-window,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0343,컨텍스트 포인터,Context pointer,한 문서가 다른 문서를 가리키는 언급. 필요할 때만 그 내용을 컨텍스트로 불러오게 한다.,vibe,컨텍스트·메모리,3,False,context-pointer,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0344,컴팩션(압축),Compaction,이전 대화를 요약해 새 세션의 출발점으로 삼는 것. 여유는 늘지만 세부는 손실된다.,vibe,컨텍스트·메모리,3,True,compaction,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0345,클리어링(초기화),Clearing,현재 세션을 끝내고 빈 컨텍스트로 새로 시작하는 것.,vibe,컨텍스트·메모리,2,False,clearing,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0346,파라미터 지식,Parametric knowledge,학습으로 파라미터에 저장된 지식. 학습 시점에 고정된다. 맥락 지식의 반대편.,vibe,컨텍스트·메모리,3,False,parametric-knowledge,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0347,아첨(굽신),Sycophancy,자신 있게 동조하는 출력. 사람이 좋아한 답(동의 포함)을 선호하도록 학습된 탓이다.,vibe,품질·리스크,2,False,sycophancy,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0348,AGENTS.md,AGENTS.md,세션 시작 때 하네스가 컨텍스트에 넣는 프로젝트 상시 안내 파일.,vibe,하네스·도구,2,False,agents-md,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0349,도구,Tool,에이전트가 호출하도록 하네스가 노출한 기능(읽기·쓰기·실행·검색). 환경을 인식·조작하는 수단.,vibe,하네스·도구,1,True,tool,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
base-0350,도구 결과,Tool result,도구 실행 후 하네스가 돌려주는 것(파일 내용·출력·오류). 에이전트가 환경을 보는 유일한 창.,vibe,하네스·도구,2,False,tool-result,dictionary-of-ai-coding (mattpocock) · 한글 재작성,True,reviewed-2026-07
